Brand,Released Date,OS,Display,Camera,RAM,Battery,Price
Apple,2022,"iOS 16, up to iOS 16.0.2","6.7"" 1284x2778 pixels",12MP 2160p,6GB RAM Apple A15 Bionic,4323mAh Li-Ion,"৳112,000.00"
Asus,2022,Android 12,"6.78"" 1080x2448 pixels",50MP 2160p,16GB RAM Dimensity 9000+,6000mAh Li-Po,"৳130,000.00"
Motorola,2022,Android 12,"6.5"" 720x1600 pixels",50MP 1080p,4GB RAM MT6765V,5000mAh Li-Po,"৳15,000.00"
Oppo,2022,"Android 12, ColorOS 12.1","6.56"" 720x1612 pixels",50MP 1080p,8GB RAM Snapdragon 680 4G,5000mAh Li-Po,"৳24,990.00"
Motorola,2022,Android 12,"6.28"" 1080x2400 pixels",64MP 1080p,6/8GB RAM Snapdragon 695 5G,4020mAh Li-Po,"৳40,000.00"
Asus,2022,Android 12,"6.78"" 1080x2448 pixels",50MP 2160p,12/16GB RAM Snapdragon 8+ Gen 1,6000mAh Li-Po,"৳130,000.00"
Wiko,2022,Android 12,"6.75"" 720x1600 pixels",50MP 1080p,4/6GB RAM Helio G37,5000mAh Li-Po,"৳15,000.00"
Samsung,2022,"Android 12, up to Android 13, One UI Core 5.0","6.5"" 720x1600 pixels",50MP 1080p,3/4GB RAM Helio P35,5000mAh Li-Ion,"৳16,999.00"
Asus,2022,Android 12,"6.78"" 1080x2448 pixels",50MP 2160p,12/16GB RAM Dimensity 9000+,6000mAh Li-Po,"৳100,000.00"
Motorola,2022,Android 12,"6.5"" 720x1600 pixels",16MP 1080p,3/4GB RAM MT6765V,4020mAh Li-Po,"৳15,000.00"
Motorola,2022,Android 12,"6.5"" 720x1600 pixels",16MP 1080p,2GB RAM MT6765V,4020mAh Li-Po,"৳15,000.00"
Infinix,2022,"Android 12, XOS 10.6","6.82"" 720x1640 pixels",50MP 1440p,6GB RAM Helio G85,5000mAh Li-Po,"৳14,999.00"
Infinix,2022,"Android 12, XOS 10.6","6.82"" 720x1640 pixels",13MP 1080p,4GB RAM Helio G37,6000mAh Li-Ion,"৳15,000.00"
Infinix,2022,"Android 12, XOS 10.6","6.78"" 1080x2460 pixels",50MP 1440p,8GB RAM Helio G96,5000mAh Li-Ion,"৳18,999.00"
Doogee,2022,Android 12,"6.22"" 720x1520 pixels",48MP 2160p,8GB RAM Helio G95,6350mAh Li-Po,"৳25,000.00"
Google,2022,Android 13,"6.32"" 1080x2400 pixels",50MP 2160p,8GB RAM Google Tensor G2,4355mAh Li-Ion,"৳45,000.00"
Google,2022,Android 13,"6.7"" 1440x3120 pixels",50MP 2160p,12GB RAM Google Tensor G2,5003mAh Li-Ion,"৳65,000.00"
Honor,2022,"Android 11, Magic UI 5.0","6.5"" 720x1600 pixels",13MP 1080p,6/8GB RAM Snapdragon 480+ 5G,5000mAh Li-Po,"৳15,000.00"
Oppo,2022,"Android 12, ColorOS 12.1","6.56"" 720x1612 pixels",8MP 1080p,3GB RAM Helio G35,5000mAh Li-Po,"৳12,990.00"
Honor,2022,"Android 12, Magic UI 6.1","6.81"" 1080x2388 pixels",50MP 2160p,8/12GB RAM Snapdragon 888 5G,4800mAh Li-Po,"৳30,000.00"
TCL,2022,"Android 12, TCL UI 4.0","6.6"" 720x1612 pixels",50MP 1080p,4GB RAM Dimensity 700,5000mAh Li-Po,"৳20,000.00"
Motorola,2022,Android 12,"6.5"" 720x1600 pixels",16MP 1080p,4GB RAM MT6765V,5000mAh Li-Po,"৳14,999.00"
Huawei,2022,HarmonyOS 3.0,"6.7"" 1224x2700 pixels",50MP 2160p,8GB RAM Snapdragon 778G 5G,4460mAh Li-Po,"৳60,000.00"
Motorola,2022,Android 12,"6.52"" 720x1600 pixels",13MP 1080p,2GB RAM MT6739,5150mAh Li-Po,"৳15,000.00"
ZTE,2022,"Android 12, MyOS 12","6.67"" 1080x2400 pixels",50MP 1080p,4GB RAM Unisoc UMS512T T618,4500mAh Li-Ion,"৳30,000.00"
Huawei,2022,"EMUI 12, no Google Play Services","6.67"" 1080x2400 pixels",108MP 1080p,6/8GB RAM Snapdragon 680G 4G,4500mAh Li-Po,"৳40,000.00"
Infinix,2022,"Android 12, XOS 12","6.8"" 1080x2400 pixels",200MP 2160p,8GB RAM Dimensity 920,4500mAh Li-Po,"৳50,000.00"
Honor,2022,"Android 12, Magic UI 6.1","6.74"" 720x1600 pixels",50MP 1080p,6/8GB RAM Dimensity 700,6000mAh Li-Po,"৳20,000.00"
Motorola,2022,Android 12,"6.55"" 1080x2460 pixels",108MP 2160p,6GB RAM Helio G99,5000mAh Li-Po,"৳32,000.00"
Ulefone,2022,Android 12,"6.58"" 1080x2408 pixels",108MP 1440p,8GB RAM Helio G99,5380mAh Li-Po,"৳30,000.00"
Vivo,2022,"Android 13, Origin OS Ocean","6.78"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Dimensity 9000+,5000mAh Li-Po,"৳45,000.00"
Ulefone,2022,Android 12,"6.58"" 1080x2408 pixels",108MP 2160p,12GB RAM Dimensity 900,9600mAh Li-Po,"৳65,000.00"
ZTE,2022,"Android 12, ZTE MyOS","6.67"" 1080x2400 pixels",50MP 1080p,6GB RAM Unisoc UMS512T T618,4500mAh Li-Ion,"৳20,000.00"
Lava,2022,Android 12,"6.52"" 720x1600 pixels",50MP 1080p,4GB RAM Dimensity 700,5000mAh Li-Po,"৳20,000.00"
Nokia,2022,Android 12,"6.09"" 720x1560 pixels",13MP 1080p,3GB RAM Helio A22,4000mAh Li-Ion,"৳12,000.00"
Nokia,2022,Android 12,"5.45"" 720x1440 pixels",8MP 1080p,3GB RAM Helio A22,4000mAh Li-Po,"৳6,000.00"
Tecno,2022,"Android 12, HiOS 8.6","6.6"" 720x1600 pixels",8MP 1080p,2GB RAM Helio A22,5000mAh Li-Po,"৳10,490.00"
Infinix,2022,Android 11,"6.6"" 720x1600 pixels",8MP 1080p,4GB RAM Unisoc SC9863A,5000mAh Li-Po,"৳10,999.00"
Walton,2022,Android 11,"6.5"" 720 x 1600 pixels",13MP 1080P,3GB RAM Unisoc Tiger T610,4900mAh Li-po,"৳11,499.00"
Walton,2022,Android 12,"6.82"" 720 x 1640 pixels",13MP 1080P,4GB RAM Helio A22,4200mAh Li-po,"৳12,999.00"
Infinix,2022,"Android 12, XOS 10.6","6.7"" 1080x2400 pixels",50MP 1080p,4/6GB RAM Helio G85,5000mAh Li-Po,"৳15,000.00"
Lava,2022,Android 12,"6.52"" 720x1600 pixels",50MP 1080p,4GB RAM MT6765V,5000mAh Li-Po,"৳15,000.00"
Vivo,2022,"Android 12, Origin OS Ocean","6.51"" 720x1600 pixels",13MP 1080p,8GB RAM Dimensity 700,5000mAh Li-Po,"৳20,000.00"
Symphony,2022,Android 13,"6.56"" 720x1600 pixels",8MP 1080p,3GB RAM Unisoc T606,5000mAh Li-Po,"৳8,699.00"
Vivo,2022,"Android 12, Funtouch 12","6.51"" 720x1600 pixels",13MP 1080p,3GB RAM Helio P35,5000mAh Li-Po,"৳16,999.00"
Vivo,2022,"Android 11, Origin OS Ocean","6.58"" 1080x2408 pixels",50MP 1080p,6/8GB RAM Dimensity 810,6000mAh Li-Po,"৳20,000.00"
Nokia,2022,Android 12,"6.75"" 720x1600 pixels",13MP 1080p,3/4GB RAM Unisoc SC9863A,5050mAh Li-Po,"৳25,000.00"
Vivo,2022,"Android 12, Origin OS Ocean","6.64"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Snapdragon 778G+ 5G,4500mAh Li-Po,"৳25,000.00"
Nokia,2022,Android 12,"6.58"" 1080x2408 pixels",50MP 1080p,4/6GB RAM Snapdragon 695 5G,4500mAh Li-Po,"৳35,000.00"
Samsung,2022,"Android 12, One UI 4.1","6.6"" 1080x2408 pixels",50MP 1080p,4-8GB RAM Snapdragon 695 5G,5000mAh Li-Po,"৳30,000.00"
Vivo,2022,"Android 12, Funtouch 12","6.55"" 720x1612 pixels",50MP 1080p,4/6GB RAM Helio G85,5000mAh Li-Po,"৳19,999.00"
Xiaomi,2022,"Android 12, MIUI 13","6.43"" 1080x2400 pixels",64MP 2160p,4/6GB RAM Helio G95,5000mAh Li-Po,"৳25,000.00"
Vivo,2022,"Android 12, Funtouch 12","6.44"" 1080x2404 pixels",64MP 2160p,8GB RAM Helio G99,4500mAh Li-Po,"৳34,999.00"
Xiaomi,2022,"Android 12, MIUI 13","6.58"" 1080x2400 pixels",50MP 1080p,4/6GB RAM Helio G99,5000mAh Li-Po,"৳18,000.00"
Motorola,2022,Android 12,"6.55"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 888+ 5G,4400mAh Li-Po,"৳58,000.00"
Motorola,2022,Android 12,"6.67"" 1080x2400 pixels",200MP 4320p,8/12GB RAM Snapdragon 8+ Gen 1,5000mAh Li-Po,"৳84,000.00"
Xiaomi,2022,"Android 12, MIUI 13","6.58"" 1080x2408 pixels",50MP 1080p,4/6GB RAM Dimensity 700,5000mAh Li-Po,"৳18,000.00"
Xiaomi,2022,"Android 12, MIUI 12","6.52"" 720x1600 pixels",8MP 1080p,2GB RAM Helio A22,5000mAh Li-Po,"৳9,190.00"
Realme,2022,"Android 12, Realme UI S","6.5"" 720x1600 pixels",50MP 1080p,3/4GB RAM Unisoc Tiger T612,5000mAh Li-Po,"৳12,999.00"
Xiaomi,2022,"Android 12, MIUI 13","6.58"" 1080x2408 pixels",50MP 1080p,4/6GB RAM Helio G99,5000mAh Li-Po,"৳16,000.00"
Vivo,2022,"Android 12, Funtouch 12","6.58"" 1080x2408 pixels",50MP 1080p,4/6GB RAM Snapdragon 4 Gen 1,5000mAh Li-Po,"৳17,000.00"
Honor,2022,"Android 12, Magic UI 6.1","6.67"" 1080x2400 Pixels",50MP 1080p,6-12GB RAM Snapdragon 695 5G,5100mAh Li-Po,"৳22,000.00"
Asus,2022,"Android 12, up to Android 13","5.9"" 1080x2400 pixels",50MP 4320p,6-16GB RAM Snapdragon 8+ Gen 1,4300mAh Li-Po,"৳71,000.00"
Apple,2022,iOS 16,"6.1"" 1170x2532 pixels",12MP 2160p,6GB RAM Apple A15 Bionic,3279mAh Li-Ion,"৳146,999.00"
Apple,2022,iOS 16,"6.1"" 1170x2532 pixels",48MP 4320p,6GB RAM Apple A16 Bionic,3200mAh Li-Ion,"৳183,499.00"
Ulefone,2022,Android 12,"5.45"" 720x1440 pixels",16MP 1080p,4GB RAM Helio G25,8150mAh Li-Po,"৳20,000.00"
Apple,2022,iOS 16,"6.7"" 1284x2778 pixels",48MP 2160p,6GB RAM Apple A16 Bionic,4323mAh Li-Ion,"৳201,599.00"
Ulefone,2022,Android 12,"5.93"" 720x1440 pixels",16MP 1080p,4GB RAM Helio G25,9600mAh Li-Po,"৳25,000.00"
Honor,2022,"Android 12, Magic UI 6.1","6.5""720x1600 pixels",50MP 1080p,4GB RAM Helio G25,5000mAh Li-Po,"৳13,500.00"
Huawei,2022,HarmonyOS 3.0,"6.74"" 1212x2616 pixels",50MP 2160p,12GB RAM Snapdragon 8+ 4G Gen 1,4700mAh Li-Po,"৳190,000.00"
Nokia,2022,Android 12,"6.43"" 1080x2400 pixels",50MP 1080p,6/8GB RAM Snapdragon 695 5G,4200mAh Li-Po,"৳35,000.00"
Vivo,2022,"Android 12, Funtouch 12","6.44"" 1080x2404 pixels",64MP 2160p,8/12GB RAM Dimensity 900,4500mAh Li-Po,"৳47,999.00"
Samsung,2022,"Android 12, One UI Core 4","6.5"" 720x1600 pixels",50MP 1080p,3/4GB RAM Exynos 850,5000mAh Li-Po,"৳19,999.00"
Oppo,2022,"Android 12, ColorOS 12.1","6.59"" 1080x2412 pixels",64MP 2160p,6-12GB RAM Snapdragon 695 5G,5000mAh Li-Po,"৳22,000.00"
Motorola,2022,"Android 12, planned upgrade to Android 13","6.6"" 1080x2400 pixels",50MP 2160p,8GB RAM Dimensity 1050,5000mAh Li-Po,"৳50,000.00"
Sony,2022,Android 12,"6.1"" 1080x2520 pixels",12MP 2160p,8GB RAM Snapdragon 8 Gen 1,5000mAh Li-Po,"৳85,000.00"
Realme,2022,"Android 12, Realme UI Go","6.5"" 720x1600 pixels",8MP 1080p,2-4GB RAM,5000mAh Li-Po,"৳10,999.00"
Xiaomi,2022,"Android 12, MIUI 12","6.52"" 720x1600 pixels",8MP 1080p,2/3GB RAM Helio A22,5000mAh Li-Po,"৳11,999.00"
Xiaomi,2022,"Android 12, MIUI 13","6.58"" 1080x2408 pixels",50MP 1080p,4/6GB RAM Helio G99,5000mAh Li-Po,"৳18,500.00"
Xiaomi,2022,"Android 12, MIUI 13","6.58"" 1080x2408 pixels",50MP 1080p,4/6GB RAM Dimensity 700,5000mAh Li-Po,"৳20,000.00"
Oppo,2022,"Android 12, ColorOS 12.1","6.56"" 720x1612 pixels",50MP 1080p,4GB RAM Helio P35,5000mAh Li-Po,"৳16,990.00"
Tecno,2022,"Android 12, HIOS 8.6","6.8"" 1080x2460 pixels",50MP 1440p,4GB RAM Dimensity 810,6000mAh Li-Po,"৳20,000.00"
ZTE,2022,"Android 12, MyOS 12","6.92"" 1080x2460 pixels",64MP 2160p,8/12GB RAM Snapdragon 870 5G,4200mAh Li-Ion,"৳25,000.00"
Huawei,2022,HarmonyOS 2.0,"6.6"" 1080x2400 pixels",64MP 1080p,-,4000mAh Li-Po,"৳28,000.00"
Infinix,2022,"Android 12, XOS 10.6","6.7"" 1080x2400 pixels",50MP 1440p,8GB RAM Helio G99,5000mAh Li-Po,"৳19,999.00"
Infinix,2022,"Android 12, XOS 12","6.7"" 1080x2400 pixels",108MP 1440p,8GB RAM Helio G99,4500mAh Li-Po,"৳35,000.00"
Xiaomi,2022,"Android 12, MIUI 13","6.55"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 7 Gen 1,4500mAh Li-Po,"৳49,000.00"
Infinix,2022,"Android 12, XOS 10.6","6.6"" 720x1612 pixels",13MP 1080p,3/4GB RAM Helio G25,5000mAh Li-Ion,"৳11,499.00"
Huawei,2022,EMUI 13; HarmonyOS 3.0,"6.7"" 1224x2700 pixels",50MP 2160p,8GB RAM Snapdragon 8+ 4G Gen 1,4460mAh Li-Po,"৳70,000.00"
Huawei,2022,EMUI 13; HarmonyOS 3.0,"6.74"" 1212x2616 pixels",64MP 2160p,8GB RAM Snapdragon 8+ 4G Gen 1,4700mAh Li-Po,"৳90,000.00"
Ulefone,2022,Android 12,"6.52"" 720x1600 pixels",13MP 1080p,3/4GB RAM Helio A22,4500mAh Li-Po,"৳12,000.00"
Vivo,2022,"Android 12, Origin OS Ocean","8.03"" 1916x2160 pixels",50MP 4320p,12GB RAM Snapdragon 8+ Gen 1,4730mAh Li-Po,"৳150,000.00"
Vivo,2022,"Android 11, OriginOS 11","6.58"" 1080x2408 pixels",50MP 1080p,8/12GB RAM Dimensity 700,6000mAh Li-Po,"৳22,000.00"
Walton,2022,Android 11,"6.52"" 720x1600 pixels",13MP 1080P,3GB RAM Helio G25,5000mAh Li-po,"৳10,190.00"
Walton,2022,Android 11,"6.52"" 720x1600 pixels",13MP 1080P,3GB RAM Helio G25,5000mAh Li-po,"৳10,190.00"
Coolpad,2022,"Android 11, CoolOS 2","6.58"" 1080x2408 pixels",50MP 1080p,4-8GB RAM Dimensity 700,4500mAh Li-Po,"৳15,000.00"
Tecno,2022,"Android 12, HIOS 8.6","6.8"" 1080x2460 pixels",48MP 1080p,6GB RAM Helio G85,5000mAh Li-Po,"৳17,990.00"
Tecno,2022,"Android 12, HIOS 8.6","6.8"" 1080x2460 pixels",48MP 1080p,6GB RAM Helio G85,5000mAh Li-Po,"৳17,990.00"
Symphony,2022,Android 11,"5.45"" 720x1440 pixels",5MP 1080p,2GB RAM,2650 mAh Li-ion,"৳6,590.00"
Symphony,2022,Android 11,"5.7"" 720x1440 pixels",5MP 1080p,2GB RAM,3000mAh Li-po,"৳7,400.00"
Symphony,2022,Android 11,"5.45"" 720x1440 pixels",5MP 1080p,2GB RAM SC9832E,2600 mAh Li-ion,"৳7,000.00"
Itel,2023,Android 12 or 13,"6.8"" 720x1080 pixels",13MP 1080p,4GB RAM Unisoc T606,7000mAh Li-Po,"৳12,000.00"
Cubot,2023,Android 13,"6.5"" 1080x2400 pixels",48MP 1080p,8GB RAM MT8788V,10600mAh Li-Po,"৳20,000.00"
Cubot,2023,Android 13,"6.58"" 1080x2408 pixels",48MP 1080p,8GB RAM MT8788V,5200mAh Li-Po,"৳20,000.00"
Oukitel,2023,Android 13,"6.52"" 720x1600 pixels",13MP 1080p,8GB RAM Unisoc T606,10600mAh Li-Po,"৳25,000.00"
Cubot,2023,Android 13,"6.58"" 1080x2408 pixels",100MP 1080p,8GB RAM Helio G99,5200mAh Li-Po,"৳28,000.00"
Cubot,2023,Android 13,"6.58"" 1080x2408 pixels",100MP 1080p,12GB RAM Helio G99,10600mAh Li-Po,"৳35,000.00"
Itel,2023,Android 12,"6.6"" 720x1612 pixels",8MP 720p,2GB RAM Unisoc SC9863A1,4000mAh Li-Po,"৳7,490.00"
Symphony,2023,Android 12,"6.6"" 720x1600 pixels",52MP 1080p,4GB RAM MediaTek Helio G35,5050mAh Li-Po,"৳10,599.00"
Infinix,2023,"Android 12, XOS 10.6","6.56"" 720x1612 pixels",13MP 1080p,4GB RAM Unisoc T606,5000mAh Li-Ion,"৳11,599.00"
Tecno,2023,"Android, HIOS 8.6","6.6"" 720x1612 pixels",16MP 1080p,8GB RAM,5000mAh Li-Po,"৳11,990.00"
Walton,2023,Android 12,"6.6"" 720 x 1600 pixels",50MP 1080P,8GB RAM,5000mAh Li-Po,"৳14,999.00"
Oukitel,2023,Android 13,"6.52"" 720x1600 pixels",13MP 1080p,4GB RAM Helio P35,10600mAh Li-Po,"৳20,000.00"
OnePlus,2023,"Android 13, OxygenOS 13.1","6.72"" 1080x2400 pixels",108MP 1080p,8GB RAM Snapdragon 695 5G,5000mAh Li-Po,"৳35,999.00"
Huawei,2023,HarmonyOS 3.0,"6.7"" 1084x2412 pixels",50MP 2160p,Snapdragon 778G 4G,4500mAh Li-Po,"৳40,000.00"
Walton,2023,Android 12,"6.6"" 720 x 1600 pixels",8MP 1080P,4GB RAM UNISOC TIGER T606,5000mAh Li-po,"৳8,499.00"
Symphony,2023,Android 12,"6.6"" 720x1600 pixels",52MP 1080p,3GB RAM UniSOC T606,5000mAh Li-Po,"৳9,999.00"
Vivo,2023,"Android 12, OriginOS Ocean","6.51"" 720x1600 pixels",8MP 1080p,4/6GB RAM Helio P35,5000mAh Li-Po,"৳18,000.00"
TCL,2023,Android 12,"6.0"" 720x1600 pixels",8MP 1080p,1/2GB RAM Helio A22,3000mAh Li-Po,"৳10,000.00"
Motorola,2023,Android 13,"6.7"" 1080x2400 pixels",50MP 4320p,8/12GB RAM Snapdragon 8 Gen 2,4600mAh Li-Po,"৳110,000.00"
Honor,2023,"Android 12, Magic UI 6.1","6.74"" 720x1600 pixels",50MP 1080p,8GB RAM Dimensity 6020,6000mAh Li-Po,"৳18,000.00"
TCL,2023,"Android 13, TCL UI 5.0","6.75"" 720x1600 pixels",50MP 1080p,4/6GB RAM Helio G37,5010mAh Li-Po,"৳18,000.00"
Honor,2023,"Android 12, Magic UI 6.1","6.7"" 1080x2388 pixels",50MP 1080p,8GB RAM Dimensity 6020,4000mAh Li-Po,"৳25,000.00"
Tecno,2023,"Android 13, HIOS 12.6","6.6"" 720x1600 pixels",50MP 1080p,4/8GB RAM Dimensity 6020,5000mAh Li-Po,"৳18,000.00"
Huawei,2023,HarmonyOS 3.1,"6.67"" 1220x2700 pixels",48MP 2160p,12GB RAM Snapdragon 8+ Gen 1 4G,5100mAh,"৳145,000.00"
Huawei,2023,"HarmonyOS 3.1, EMUI 13.1","7.85"" 2224x2496 pixels",50MP 2160p,12GB RAM Snapdragon 8+ Gen 1 4G,4800mAh Li-Po,"৳197,000.00"
Samsung,2023,"Android 13, One UI 5.1","6.7"" 1080x2408 pixels",108MP 2160p,8GB RAM Exynos 1380,6000mAh Li-Po,"৳22,000.00"
Xiaomi,2023,"Android 11, MIUI 13","6.67"" 1080x2400 pixels",108MP 2160p,6/8GB RAM Snapdragon 732G,5000mAh Li-Po,"৳29,000.00"
Tecno,2023,"Android 13, HiOS 13 Fold","7.85"" 2000x2296 pixels",50MP 2160p,12GB RAM Dimensity 9000+,5000mAh Li-Po,"৳130,000.00"
Xiaomi,2023,"Android 13, MIUI","6.52"" 720x1600 pixels",8MP 1080p,4GB RAM Helio G36,5000mAh Li-Po,"৳11,000.00"
Realme,2023,"Android 13, Realme UI 4.0","6.72"" 1080x2400 pixels",64MP 1080p,4/8GB RAM Helio G88,5000mAh Li-Po,"৳15,000.00"
Motorola,2023,Android 13,"6.5"" 720x1600 pixels",50MP 1080p,6GB RAM Dimensity 930,5000mAh Li-Po,"৳45,000.00"
Infinix,2023,Android 12,"6.6"" 720x1612 pixels",8MP 1080p,4GB RAM,5000mAh Li-Po,"৳15,000.00"
Oppo,2023,"Android 13, ColorOS 13.1","6.72"" 1080x2400 pixels",50MP 1080p,8/12GB RAM Snapdragon 695 5G,5000mAh Li-Po,"৳35,000.00"
HTC,2023,Android 12,"6.82"" 720x1640 pixels",13MP 1080p,8GB RAM Unisoc T606,4600mAh Li-Po,"৳16,000.00"
Lava,2023,Android 12,"6.5"" 720x1600 pixels",13MP 1080p,6GB RAM Unisoc Tiger T616,5000mAh Li-Po,"৳12,000.00"
Vivo,2023,"Android 13, Funtouch 13","6.38"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Snapdragon 695 5G,4500mAh Li-Po,"৳25,000.00"
Xiaomi,2023,"Android 13, MIUI 14","11.0"" 1600x2560 pixels",13MP 1080p,6/8GB RAM Snapdragon 870 5G,8840mAh Li-Po,"৳42,999.00"
Xiaomi,2023,"Android 13, MIUI 14","6.73"" 1440x3200 pixels",50MP 4320p,12/16GB RAM Snapdragon 8 Gen 2,5000mAh Li-Po,"৳132,000.00"
Vivo,2023,"Android 13, Funtouch 13","6.58"" 1080x2408 pixels",50MP 1080p,4-8GB RAM Dimensity 6020,5000mAh Li-Po,"৳18,000.00"
Xiaomi,2023,"Android 13, MIUI 14","6.43"" 1080x2400 pixels",108MP 1080p,6/8GB RAM Helio G96,5000mAh Li-Po,"৳23,000.00"
Vivo,2023,"Android 13, Origin OS 3","6.78"" 1080x2400 pixels",50MP 1080p,8/12GB RAM Snapdragon 695 5G,5000mAh Li-Po,"৳30,000.00"
Huawei,2023,HarmonyOS 3.0,"6.95"" 1080x2376 pixels",50MP 1080p,Snapdragon 680 4G,7000mAh Li-Po,"৳30,000.00"
Huawei,2023,HarmonyOS 3.0,"6.78"" 1200x2652 pixels",50MP 2160p,Snapdragon 778G 4G,4500mAh Li-Po,"৳70,000.00"
Huawei,2023,HarmonyOS 3.0,"6.78"" 1200x2652 pixels",50MP 2160p,8GB RAM Snapdragon 778G 4G,4500mAh Li-Po,"৳73,000.00"
Vivo,2023,"Android 13, Origin OS 3","6.74"" 1080x2520 pixels",50MP 2160p,12GB RAM Snapdragon 8+ Gen 1,4400mAh Li-Po,"৳132,000.00"
Vivo,2023,"Android 13, Origin OS 3","8.03"" 1916x2160 pixels",50MP 4320p,12GB RAM Snapdragon 8 Gen 2,4800mAh Li-Po,"৳178,000.00"
HTC,2023,Android 12,"6.52"" 720x1600 pixels",8MP 1080p,2GB RAM Unisoc SC9832E,3000mAh Li-Po,"৳12,000.00"
Honor,2023,"Android 13, MagicOS 7.1","6.56"" 720x1612 pixels",50MP 1080p,4GB RAM Helio G36,5200mAh Li-Po,"৳13,999.00"
Realme,2023,"Android 13, Realme UI T","6.74"" 720x1600 pixels",50MP 1080p,4GB RAM Unisoc Tiger T612,5000mAh Li-Po,"৳13,999.00"
Tecno,2023,Android 13,"6.67"" 1080x2400 pixels",108MP 1080p,8GB RAM Dimensity 8050,5000mAh Li-Po,"৳20,000.00"
Walton,2023,Android 13,"6.8"" 1080x2460 pixels",50MP 1080P,16GB RAM Helio G99 SoC,5000mAh Li-Po,"৳20,499.00"
Realme,2023,"Android 13, Realme UI 4.0","6.72"" 1080x2400 pixels",64MP 1080p,6/8GB RAM Dimensity 6100+,5000mAh Li-Po,"৳22,000.00"
Tecno,2023,Android 13,"6.67"" 1080x2400 pixels",64MP 1080p,8GB RAM Dimensity 8050,5000mAh Li-Po,"৳24,990.00"
Tecno,2023,Android 13,"6.67"" 1080x2400 pixels",64MP 1080p,8GB RAM Helio G99,5000mAh Li-Po,"৳24,990.00"
Oukitel,2023,Android 13,"6.56"" 720x1612 pixels",50MP 1080p,12GB RAM Unisoc Tiger T616,5150mAh Li-Po,"৳25,000.00"
ZTE,2023,Android 13,"6.6"" 1080x2408 pixels",50MP 1080p,4GB RAM Unisoc T760,4800mAh Li-Po,"৳25,000.00"
BLU,2023,Android 13,"6.78"" 1080x2400 pixels",50MP 2160p,8GB RAM Dimensity 7050,4700mAh Li-Po,"৳30,000.00"
Ulefone,2023,Android 13,"6.58"" 1080x2408 pixels",64MP 2160p,8GB RAM Helio G96,6600mAh Li-Po,"৳35,000.00"
Doogee,2023,Android 13,"6.58"" 1080x2400 pixels",50MP 1440p,12GB RAM Helio G99,10800mAh Li-Po,"৳40,000.00"
OnePlus,2023,"Android 13, OxygenOS 13.1","6.7"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 782G,5000mAh Li-Po,"৳37,000.00"
Cubot,2023,Android 13,"6.78"" 1080x2460 pixels",100MP 1080p,12GB RAM Dimensity 700,10600mAh Li-Po,"৳35,000.00"
Oppo,2023,"Android 13, ColorOS 13.1","6.7"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 782G,5000mAh Li-Po,"৳30,000.00"
Samsung,2023,"Android 13, One UI 5.1.1","6.7"" 1080x2640 pixels",12MP 2160p,8GB RAM Snapdragon 8 Gen 2,3700mAh Li-Po,"৳183,999.00"
Samsung,2023,"Android 13, One UI 5.1.1","7.6"" 1812x2176 pixels",50MP 2160p,12GB RAM Snapdragon 8 Gen 2,4400mAh Li-Po,"৳299,999.00"
Samsung,2023,"Android 13, One UI 5.1","6.5"" 1080x2340 pixels",50MP 2160p,6/8GB RAM Exynos 1280,6000mAh Li-Po,"৳22,000.00"
Infinix,2023,"Android 13, XOS 13","6.67"" 1080x2400 pixels",108MP 2160p,8GB RAM Dimensity 8050,5000mAh Li-Po,"৳31,500.00"
Xiaomi,2023,"Android 13, MIUI Fold 14","8.03"" 1916x2160 pixels",50MP 4320p,12/16GB RAM Snapdragon 8 Gen 2,4800mAh Li-Po,"৳170,000.00"
Xiaomi,2023,"Android 13, MIUI 14","6.67"" 1220x2712 pixels",50MP 4320p,12-24GB RAM Dimensity 9200+,5000mAh Li-Po,"৳54,000.00"
Vivo,2023,"Android 13, OriginOS 3","6.64"" 1080x2388 pixels",50MP 1080p,8/12GB RAM Dimensity 7020,5000mAh Li-Po,"৳25,000.00"
Lava,2023,Android 12,"6.5"" 720x1600 pixels",13MP 1080p,3GB RAM Unisoc T606,5000mAh Li-Po,"৳12,000.00"
Blackview,2023,"Android 12, Doke OS 4.0","6.67"" 1080x2400 pixels",108MP 1440p,12GB RAM Helio G99,5050mAh Li-Ion,"৳30,000.00"
Tecno,2023,"Android 13, HIOS 13","6.78"" 1080x2460 pixels",50MP 1440p,8GB RAM Dimensity 6080,5000mAh Li-Po,"৳20,000.00"
OnePlus,2023,"Android 13, ColorOS 13.1","6.74"" 1240x2772 pixels",50MP 2160p,12-24GB RAM Snapdragon 8 Gen 2,5000mAh Li-Po,"৳45,000.00"
Nokia,2023,Android 13,"6.56"" 720x1612 pixels",50MP 1080p,4GB RAM Snapdragon 480+ 5G,5000mAh Li-Po,"৳22,000.00"
