Brand,Released Year,OS,Display (inches),Display (pixels),Camera,Camera Resolution,RAM,Battery Capacity,Price
Ulefone,2023,Android 12,"6.22""",720x1600,8MP,720,2GB,4000mAh,"৳10,000.00"
BLU,2020,Android 10,"6.5""",720x1600,12MP,1080,2GB,4000mAh,"৳12,000.00"
Wiko,2020,Android 10,"6.52""",720x1600,13MP,1080,2GB,4000mAh,"৳9,000.00"
Symphony,2020,Android 10,"6.52""",720x1600,13MP,1080,2GB,4000mAh,"৳8,290.00"
Symphony,2020,Android 10.0,"6.22""",720x1600,13MP,1080,2GB,4000mAh,"৳7,990.00"
Motorola,2021,Android 11,"6.5""",720x1600,13MP,1080,2GB,4000mAh,"৳12,000.00"
Coolpad,2021,Android 11,"6.52""",720x1600,13MP,1080,2GB,4000mAh,"৳10,000.00"
Energizer,2024,Android 13,"6.51""",720x1600,18MP,1080,2GB,4000mAh,"৳10,000.00"
Energizer,2024,Android 13,"6.51""",720x1600,18MP,1080,2GB,4000mAh,"৳10,000.00"
Tecno,2022,Android 10,"6.52""",720x1600,8MP,1080,2GB,4000mAh,"৳8,000.00"
Symphony,2021,Android 10.0,"6.52""",720x1600,8MP,1080,2GB,4000mAh,"৳7,990.00"
Walton,2021,Android 11,"6.52""",720x1600,8MP,1080,2GB,4000mAh,"৳8,390.00"
Walton,2022,Android 11,"6.52""",720x1600,8MP,1080,2GB,4000mAh,"৳7,999.00"
Walton,2023,Android 11,"6.52""",720x1600,8MP,1080,2GB,4000mAh,"৳8,999.00"
Nokia,2023,Android 12,"6.3""",720x1600,8MP,1080,2GB,4000mAh,"৳12,000.00"
ZTE,2023,Android 12,"6.52""",720x1600,8MP,1080,2GB,4000mAh,"৳9,999.00"
Tecno,2019,Android 9.0,"6.52""",720x1600,8MP,1080,2GB,4000mAh,"৳8,990.00"
Walton,2020,Android 9.0,6.5”,720x1600,16MP,1080,3GB,4000mAh,"৳10,799.00"
Nokia,2020,Android 10.0,"6.55""",720x1600,13MP,1080,3GB,4000mAh,"৳19,500.00"
Nokia,2020,Android 10,"6.39""",720x1600,13MP,1080,3GB,4000mAh,"৳14,999.00"
TCL,2021,Android 11,"6.52""",720x1600,13MP,1080,3GB,4000mAh,"৳15,000.00"
Infinix,2019,Android 9.0,"6.6""",720x1600,16MP,1080,3GB,4000mAh,"৳9,500.00"
BLU,2022,Android 11,"6.5""",720x1600,12MP,1080,3GB,4000mAh,"৳12,000.00"
Nokia,2020,Android 10,"6.5""",720x1600,13MP,1080,3GB,4000mAh,"৳15,000.00"
BLU,2020,Android 10,"6.5""",720x1600,13MP,1080,3GB,4000mAh,"৳9,000.00"
LG,2020,Android 10.0,"6.5""",720x1600,13MP,1080,3GB,4000mAh,"৳15,000.00"
LG, ,Android 10.0,"6.52""",720x1600,13MP,1080,3GB,4000mAh,"৳12,000.00"
LG,2020,Android 10.0,"6.6""",720x1600,13MP,1080,3GB,4000mAh,"৳18,000.00"
BLU,2021,Android 11,"6.5""",720x1600,13MP,1080,3GB,4000mAh,"৳12,000.00"
Motorola,2021,Android 11,"6.5""",720x1600,13MP,1080,3GB,4000mAh,"৳15,000.00"
Alcatel,2021,Android 11,"6.52""",720x1600,13MP,1080,3GB,4000mAh,"৳12,000.00"
Nokia,2023,Android 12,"6.52""",720x1600,13MP,1080,3GB,4000mAh,"৳15,000.00"
Symphony,2020,Android 9.0,"6.52""",720x1600,13MP,1080,3GB,4000mAh,"৳8,990.00"
Samsung,2020,Android 10.0,"6.5""",720x1600,16MP,1080,3GB,4000mAh,"৳19,000.00"
ZTE,2021,Android 11,"6.52""",720x1600,16MP,1080,3GB,4000mAh,"৳12,000.00"
LG,2020,Android 10.0,"6.5""",720x1600,32MP,1080,3GB,4000mAh,"৳20,000.00"
Lava,2022,Android 12,"6.52""",720x1600,8MP,1080,3GB,4000mAh,"৳10,000.00"
Alcatel,2019,Android 9.0,"6.52""",720x1600,16MP,1080,4GB,4000mAh,"৳15,000.00"
LG,2020,Android 10,"6.52""",720x1600,13MP,1080,4GB,4000mAh,"৳14,000.00"
Infinix,2019,Android 9.0,"6.6""",720x1600,13MP,1080,4GB,4000mAh,"৳13,990.00"
Symphony,2020,Android 9.0 ,"6.5""",720x1600,13MP,1080,4GB,4000mAh,"৳10,990.00"
BLU,2020,Android 10,"6.5""",720x1600,16MP,1080,4GB,4000mAh,"৳14,000.00"
Gionee,2020,Android 10,"6.52""",720x1600,16MP,1080,4GB,4000mAh,"৳15,000.00"
Tecno,2019,Android 9.0,"6.55""",720x1600,16MP,1080,4GB,4000mAh,"৳14,990.00"
LG,2020,Android 10,"6.6""",720x1600,48MP,1080,4GB,4000mAh,"৳25,000.00"
LG,2020,Android 10.0,"6.6""",720x1600,48MP,1080,4GB,4000mAh,"৳25,000.00"
Alcatel,2021,Android 11,"6.52""",720x1600,48MP,1080,4GB,4000mAh,"৳16,000.00"
TCL,2021,Android 11,"6.52""",720x1600,48MP,1080,4GB,4000mAh,"৳15,000.00"
TCL,2021,Android 11,"6.52""",720x1600,50MP,1080,4GB,4000mAh,"৳32,000.00"
Gionee,2020,Android 10,"6.53""",720x1600,16MP,1080,6GB,4000mAh,"৳14,000.00"
Gionee,2020,Android 9.0,"6.53""",720x1600,16MP,1080,6GB,4000mAh,"৳10,000.00"
Itel,2023,Android 12,"6.6""",720x1612,8MP,720,2GB,4000mAh,"৳7,490.00"
Itel,2022,Android 11,"6.6""",720x1612,5MP,1080,2GB,4000mAh,"৳8,690.00"
Symphony,2023,Android 13 ,"6.56""",720x1612,5MP,1080,2GB,4000mAh,"৳6,999.00"
Walton,2021,Android 11,"6.67""",720x1640,64MP,1080,8GB,4000mAh,"৳27,990.00"
BLU,2018,Android 7.0,"6.0""",720x1440,13MP,1080,4GB,4010mAh,"৳25,000.00"
Vivo,2017,Android 7.1,"5.85""",1080x1920,16MP,1080,4GB,4015mAh,"৳33,690.00"
Oppo,2020,Android 10,"6.44""",1080x2400,16MP,2160,4GB,4015mAh,"৳22,990.00"
Oppo,2020,Android 10,"6.4""",1080x2400,48MP,2160,8GB,4015mAh,"৳34,990.00"
Oppo,2020,Android 10,"6.43""",1080x2400,48MP,2160,8GB,4015mAh,"৳28,000.00"
Oppo,2020,Android 10,"6.43""",1080x2400,48MP,2160,8GB,4015mAh,"৳27,990.00"
Oppo,2020,Android 10,"6.43""",1080x2400,48MP,2160,8GB,4015mAh,"৳38,000.00"
Oppo,2019,Android 9.0,"6.53""",1080x2340,16MP,1080,6GB,4020mAh,"৳23,990.00"
Oppo,2019,Android 9.0,"6.53""",1080x2340,48MP,1080,6GB,4020mAh,"৳25,990.00"
Oppo,2019,Android 9.0,"6.53""",1080x2340,48MP,1080,6GB,4020mAh,"৳24,990.00"
Motorola,2022,Android 12,"6.28""",1080x2400,64MP,1080,6GB,4020mAh,"৳40,000.00"
Motorola,2022,Android 12,"6.5""",1080x2400,50MP,2160,6GB,4020mAh,"৳37,000.00"
Acer,2016,Android 5.1,"5.5""",720x1280,13MP,1080,3GB,4020mAh,"৳22,690.00"
Motorola,2022,Android 12,"6.5""",720x1600,16MP,1080,2GB,4020mAh,"৳15,000.00"
Motorola,2022,Android 12,"6.5""",720x1600,16MP,1080,3GB,4020mAh,"৳15,000.00"
Oppo,2020,Android 10.0,"6.5""",1080x2400,48MP,2160,12GB,4025mAh,"৳66,000.00"
Oppo,2019,Android 10.0,"6.5""",1080x2400,48MP,2160,8GB,4025mAh,"৳60,000.00"
Oppo,2020,Android 9.0,"6.4""",1080x2400,48MP,1080,8GB,4025mAh,"৳26,990.00"
Oppo,2020,Android 10,"6.4""",1080x2400,48MP,2160,8GB,4025mAh,"৳24,000.00"
Oppo,2020,Android 10.0,"6.4""",1080x2400,48MP,2160,8GB,4025mAh,"৳37,000.00"
Oppo,2020,Android 10.0,"6.4""",1080x2400,48MP,2160,8GB,4025mAh,"৳33,000.00"
Oppo,2020,Android 10.0,"6.4""",1080x2400,48MP,2160,8GB,4025mAh,"৳47,000.00"
Oppo,2019,Android 9.0,"6.4""",1080x2400,48MP,2160,8GB,4025mAh,"৳25,000.00"
Oppo,2020,Android 10.0,"6.4""",1080x2400,64MP,2160,8GB,4025mAh,"৳39,990.00"
Xiaomi,2019,Android 9.0,"6.39""",1080x2340,48MP,2160,6GB,4030mAh,"৳24,000.00"
Xiaomi,2019,Android 9.0,"6.39""",1080x2340,48MP,2160,8GB,4030mAh,"৳22,500.00"
Vivo,2020,Android 8.1 ,6.22'',720x1520,13MP,1080,2GB,4030mAh,"৳9,990.00"
Vivo,2020,Android 10,"6.22""",720x1520,13MP,1080,2GB,4030mAh,"৳9,999.00"
Vivo,2020,Android 8.1,"6.22""",720x1520,13MP,1080,2GB,4030mAh,"৳9,990.00"
Vivo,2020,Android 8.1,"6.22""",720x1520,13MP,1080,2GB,4030mAh,"৳9,000.00"
Vivo,2019,Android 8.1,"6.22""",720x1520,8MP,1080,2GB,4030mAh,"৳9,990.00"
Vivo,2018,Android 8.1,"6.22""",720x1520,13MP,1080,3GB,4030mAh,"৳17,990.00"
Vivo,2019,Android 8.1,"6.22""",720x1520,13MP,1080,3GB,4030mAh,"৳20,900.00"
Vivo,2018,Android 8.1,"6.2""",720x1520,13MP,1080,4GB,4030mAh,"৳13,990.00"
Vivo,2018,Android 8.1,"6.22""",720x1520,13MP,1080,4GB,4030mAh,"৳20,990.00"
Xiaomi,2019,Android 9.0,"6.01""",720x1560,48MP,2160,4GB,4030mAh,"৳22,999.00"
Xiaomi,2019,Android 9.0,"6.01""",720x1560,48MP,2160,6GB,4030mAh,"৳16,000.00"
Realme,2019,Android 9.0,"6.3""",1080x2340,48MP,2160,4GB,4035mAh,"৳19,000.00"
Realme,2019,Android 9.0,"6.3""",1080x2340,48MP,2160,4GB,4035mAh,"৳19,500.00"
Oppo,2019,Android 9.0,"6.4""",1080x2340,48MP,2160,6GB,4035mAh,"৳37,990.00"
Oppo,2020,Android 10,"6.5""",1080x2400,16MP,2160,8GB,4040mAh,"৳23,000.00"
Oppo,2020,Android 10,"6.5""",1080x2400,16MP,2160,8GB,4040mAh,"৳30,000.00"
Oppo,2020,Android 10,"6.5""",720x1600,16MP,2160,4GB,4040mAh,"৳18,000.00"
Realme,2019,Android 9.0,"6.3""",1080x2340,16MP,2160,6GB,4045mAh,"৳15,500.00"
Xiaomi,2016,Android 5.1.1,"5.5""",1080x1920,16MP,1080,3GB,4050mAh,"৳15,200.00"
Lenovo,2018,Android 8.1,"5.99""",1080x2160,16MP,2160,6GB,4050mAh,"৳14,990.00"
Lenovo,2019,Android 9.0,"6.3""",1080x2340,16MP,1080,4GB,4050mAh,"৳12,000.00"
Lenovo,2019,Android 9.0,"6.22""",1080x2340,13MP,1080,4GB,4050mAh,"৳13,000.00"
Samsung,2020,Android 10.0,"6.3""",1080x2340,25MP,1080,4GB,4050mAh,"৳48,000.00"
Lenovo,2019,Android 9.0,"6.3""",1080x2340,16MP,1080,6GB,4050mAh,"৳15,900.00"
Vivo,2021,Android 11,"6.44""",1080x2400,108MP,2160,12GB,4050mAh,"৳45,000.00"
Vivo,2021,Android 11,"6.44""",1080x2400,108MP,2160,8GB,4050mAh,"৳40,000.00"
Vivo,2021,Android 11,"6.44""",1080x2400,64MP,2160,8GB,4050mAh,"৳38,000.00"
Vivo,2021,Android 11,"6.44""",1080x2400,64MP,2160,8GB,4050mAh,"৳27,990.00"
Samsung,2022,Android 12,"6.6""",1080x2408,50MP,1080,6GB,4050mAh,"৳70,000.00"
Samsung,2024,Android 14,"6.6""",1080x2408,50MP,1080,6GB,4050mAh,"৳50,000.00"
Vivo,2022,Android 12,"6.44""",1080x2408,50MP,1080,8GB,4050mAh,"৳25,000.00"
Symphony,2022,Android 11,"6.6""",720x1600,5MP,1080,2GB,4050mAh,"৳7,199.00"
Lava,2020,Android 10,"6.08""",720x1440,13MP,1080,2GB,4060mAh,"৳8,000.00"
Oppo,2019,Android 9.0,"6.6""",1080x2340,48MP,2160,8GB,4065mAh,"৳79,990.00"
Oppo,2019,Android 9.0,"6.6""",1080x2340,48MP,2160,8GB,4065mAh,"৳83,990.00"
